[2016-09-08 12:13:57] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:13:57] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\ControllerListener::onKernelController"} []
[2016-09-08 12:13:57] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\ParamConverterListener::onKernelController"} []
[2016-09-08 12:13:57] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelController"} []
[2016-09-08 12:13:57] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\SecurityListener::onKernelController"} []
[2016-09-08 12:13:57] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\TemplateListener::onKernelController"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\Security\\Http\\RememberMe\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelResponse"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\SaveSessionListener::onKernelResponse"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\StreamedResponseListener::onKernelResponse"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\LocaleListener::onKernelFinishRequest"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\TranslatorListener::onKernelFinishRequest"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\RouterListener::onKernelFinishRequest"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\Security\\Http\\Firewall::onKernelFinishRequest"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.exception","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ExceptionListener::onKernelException"} []
[2016-09-08 12:13:58] event.DEBUG: Listener "{listener}" stopped propagation of the event "{event}". {"listener":"Symfony\\Component\\HttpKernel\\EventListener\\ExceptionListener::onKernelException","event":"kernel.exception"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\Security\\Http\\RememberMe\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelResponse"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\SaveSessionListener::onKernelResponse"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\StreamedResponseListener::onKernelResponse"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\LocaleListener::onKernelFinishRequest"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\TranslatorListener::onKernelFinishRequest"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\RouterListener::onKernelFinishRequest"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\Security\\Http\\Firewall::onKernelFinishRequest"} []
[2016-09-08 12:13:58] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.terminate","listener":"Symfony\\Bundle\\SwiftmailerBundle\\EventListener\\EmailSenderListener::onTerminate"} []
[2016-09-08 12:18:53] request.ERROR: Uncaught PHP Exception Symfony\Component\HttpKernel\Exception\NotFoundHttpException: "No route found for "GET /frontend/js/jquery.min.map"" at D:\wamp\www\symfony313\var\cache\prod\classes.php line 2774 {"exception":"[object] (Symfony\\Component\\HttpKernel\\Exception\\NotFoundHttpException(code: 0): No route found for \"GET /frontend/js/jquery.min.map\" at D:\\wamp\\www\\symfony313\\var\\cache\\prod\\classes.php:2774, Symfony\\Component\\Routing\\Exception\\ResourceNotFoundException(code: 0):  at D:\\wamp\\www\\symfony313\\var\\cache\\prod\\appProdUrlMatcher.php:197)"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\ControllerListener::onKernelController"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\ParamConverterListener::onKernelController"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelController"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\SecurityListener::onKernelController"} []
[2016-09-08 12:18:53] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\TemplateListener::onKernelController"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\Security\\Http\\RememberMe\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelResponse"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\SaveSessionListener::onKernelResponse"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\StreamedResponseListener::onKernelResponse"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\LocaleListener::onKernelFinishRequest"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\TranslatorListener::onKernelFinishRequest"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\RouterListener::onKernelFinishRequest"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\Security\\Http\\Firewall::onKernelFinishRequest"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.exception","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ExceptionListener::onKernelException"} []
[2016-09-08 12:18:54] event.DEBUG: Listener "{listener}" stopped propagation of the event "{event}". {"listener":"Symfony\\Component\\HttpKernel\\EventListener\\ExceptionListener::onKernelException","event":"kernel.exception"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\Security\\Http\\RememberMe\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelResponse"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\SaveSessionListener::onKernelResponse"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\StreamedResponseListener::onKernelResponse"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\LocaleListener::onKernelFinishRequest"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\TranslatorListener::onKernelFinishRequest"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\RouterListener::onKernelFinishRequest"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\Security\\Http\\Firewall::onKernelFinishRequest"} []
[2016-09-08 12:18:54] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.terminate","listener":"Symfony\\Bundle\\SwiftmailerBundle\\EventListener\\EmailSenderListener::onTerminate"} []
[2016-09-08 12:19:09] request.ERROR: Uncaught PHP Exception Symfony\Component\HttpKernel\Exception\NotFoundHttpException: "No route found for "GET /frontend/js/jquery.min.map"" at D:\wamp\www\symfony313\var\cache\prod\classes.php line 2774 {"exception":"[object] (Symfony\\Component\\HttpKernel\\Exception\\NotFoundHttpException(code: 0): No route found for \"GET /frontend/js/jquery.min.map\" at D:\\wamp\\www\\symfony313\\var\\cache\\prod\\classes.php:2774, Symfony\\Component\\Routing\\Exception\\ResourceNotFoundException(code: 0):  at D:\\wamp\\www\\symfony313\\var\\cache\\prod\\appProdUrlMatcher.php:197)"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\ControllerListener::onKernelController"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\ParamConverterListener::onKernelController"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelController"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\SecurityListener::onKernelController"} []
[2016-09-08 12:19:09] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\TemplateListener::onKernelController"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\Security\\Http\\RememberMe\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelResponse"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\SaveSessionListener::onKernelResponse"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\StreamedResponseListener::onKernelResponse"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\LocaleListener::onKernelFinishRequest"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\TranslatorListener::onKernelFinishRequest"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\RouterListener::onKernelFinishRequest"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\Security\\Http\\Firewall::onKernelFinishRequest"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.exception","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ExceptionListener::onKernelException"} []
[2016-09-08 12:19:10] event.DEBUG: Listener "{listener}" stopped propagation of the event "{event}". {"listener":"Symfony\\Component\\HttpKernel\\EventListener\\ExceptionListener::onKernelException","event":"kernel.exception"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\Security\\Http\\RememberMe\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelResponse"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\SaveSessionListener::onKernelResponse"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\StreamedResponseListener::onKernelResponse"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\LocaleListener::onKernelFinishRequest"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\TranslatorListener::onKernelFinishRequest"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\RouterListener::onKernelFinishRequest"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\Security\\Http\\Firewall::onKernelFinishRequest"} []
[2016-09-08 12:19:10] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.terminate","listener":"Symfony\\Bundle\\SwiftmailerBundle\\EventListener\\EmailSenderListener::onTerminate"} []
[2016-09-08 12:21:42] request.ERROR: Uncaught PHP Exception Symfony\Component\HttpKernel\Exception\NotFoundHttpException: "No route found for "GET /frontend/js/jquery.min.map"" at D:\wamp\www\symfony313\var\cache\prod\classes.php line 2774 {"exception":"[object] (Symfony\\Component\\HttpKernel\\Exception\\NotFoundHttpException(code: 0): No route found for \"GET /frontend/js/jquery.min.map\" at D:\\wamp\\www\\symfony313\\var\\cache\\prod\\classes.php:2774, Symfony\\Component\\Routing\\Exception\\ResourceNotFoundException(code: 0):  at D:\\wamp\\www\\symfony313\\var\\cache\\prod\\appProdUrlMatcher.php:197)"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.request","listener":"Symfony\\Component\\EventDispatcher\\Debug\\WrappedListener::__invoke"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\ControllerListener::onKernelController"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\ParamConverterListener::onKernelController"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelController"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\SecurityListener::onKernelController"} []
[2016-09-08 12:21:42] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.controller","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\TemplateListener::onKernelController"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\Security\\Http\\RememberMe\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelResponse"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\SaveSessionListener::onKernelResponse"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\StreamedResponseListener::onKernelResponse"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\LocaleListener::onKernelFinishRequest"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\TranslatorListener::onKernelFinishRequest"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\RouterListener::onKernelFinishRequest"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\Security\\Http\\Firewall::onKernelFinishRequest"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.exception","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ExceptionListener::onKernelException"} []
[2016-09-08 12:21:43] event.DEBUG: Listener "{listener}" stopped propagation of the event "{event}". {"listener":"Symfony\\Component\\HttpKernel\\EventListener\\ExceptionListener::onKernelException","event":"kernel.exception"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\Security\\Http\\RememberMe\\ResponseListener::onKernelResponse"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Sensio\\Bundle\\FrameworkExtraBundle\\EventListener\\HttpCacheListener::onKernelResponse"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\SaveSessionListener::onKernelResponse"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.response","listener":"Symfony\\Component\\HttpKernel\\EventListener\\StreamedResponseListener::onKernelResponse"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\LocaleListener::onKernelFinishRequest"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\TranslatorListener::onKernelFinishRequest"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\HttpKernel\\EventListener\\RouterListener::onKernelFinishRequest"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.finish_request","listener":"Symfony\\Component\\Security\\Http\\Firewall::onKernelFinishRequest"} []
[2016-09-08 12:21:43] event.DEBUG: Notified event "{event}" to listener "{listener}". {"event":"kernel.terminate","listener":"Symfony\\Bundle\\SwiftmailerBundle\\EventListener\\EmailSenderListener::onTerminate"} []
